Entité,Tatouage,Code Exploitant,Axe,Sens,Pr,Famille ,Type famille,Description de l'équipement,Type d'axe,Axe 2aire,État,Local,Équipement parent,Tunnel,Latitude,Longitude,Mise en service le,Sirius 3.0
AGER_OUEST_B,L11.563P,GALERIE-1Y_PARE,A13,Y,"1,001",LOCAL,LOCAL-LTU,Local Technique/Galerie entre PM25-IS431 - Tunnel Ambroise Paré,,,EXPLOI,,,AMBROISE_PARE,,,,Non
AGER_OUEST_B,L11.564R,GALERIE-2Y_PARE,A13,Y,"1,0312",LOCAL,LOCAL-LTU,Local Technique/Galerie entre IS433-IS434 - Tunnel Ambroise Paré,,,EXPLOI,,,AMBROISE_PARE,,,,Non
AGER_OUEST_B,L11.565S,GALERIE-3Y_PARE,A13,Y,"1,0572",LOCAL,LOCAL-LTU,Local Technique/Galerie entre IS436-IS437 - Tunnel Ambroise Paré,,,EXPLOI,,,AMBROISE_PARE,,,,Non
AGER_OUEST_B,L11.566T,GALERIE-4Y_PARE,A13,Y,"1,0774",LOCAL,LOCAL-LTU,Local Technique/Galerie entre SSY-PM860 - Tunnel Ambroise Paré,,,EXPLOI,,,AMBROISE_PARE,,,,Non
AGER_OUEST_B,L11.567U,GALERIE-1W_PARE,A13,W,"1,0803",LOCAL,LOCAL-LTU,Local Technique/Galerie entre PM850-SSW - Tunnel Ambroise Paré,,,EXPLOI,,,AMBROISE_PARE,,,,Non
AGER_OUEST_B,L11.568V,GALERIE-2W_PARE,A13,W,"1,0571",LOCAL,LOCAL-LTU,Local Technique/Galerie entre IS438-IS439 - Tunnel Ambroise Paré,,,EXPLOI,,,AMBROISE_PARE,,,,Non
AGER_OUEST_B,L11.569W,GALERIE-3W_PARE,A13,W,"1,0342",LOCAL,LOCAL-LTU,Local Technique/Galerie entre IS441-IS442 - Tunnel Ambroise Paré,,,EXPLOI,,,AMBROISE_PARE,,,,Non
AGER_OUEST_B,L11.571Y,GALERIE-4W_PARE,A13,W,"1,0172",LOCAL,LOCAL-LTU,Local Technique/Galerie entre IS443-IS444 - Tunnel Ambroise Paré,,,EXPLOI,,,AMBROISE_PARE,,,,Non
AGER_OUEST_B,L11.572A,GALERIE-5W_PARE,A13,W,"1,0007",LOCAL,LOCAL-LTU,Local Technique/Galerie entre IS445-PM20 - Tunnel Ambroise Paré,,,EXPLOI,,,AMBROISE_PARE,,,,Non
AGER_OUEST_B,L11.573C,PROVINCE_EP,A13,W,"4,0412",LOCAL,LOCAL-LTU,LTU PROVINCE / Local Eclairage Publique,,,EXPLOI,,L10.341L,SAINT-CLOUD,"48,839558","2,205894",,Non
AGER_OUEST_B,L11.574D,TDP OUEST_???,A13,Y,"3,0939",LOCAL,LOCAL-LTU,LTU TETE DE PUITS / Local BT,,,EXPLOI,,L11.504U,SAINT-CLOUD,"48,839607","2,212114",,Non
AGER_OUEST_B,L11.575E,GALERIE-1Y_CLOUD,A13,Y,"3,075",LOCAL,LOCAL-LTU,Local/Galerie entre IS451-IS452 - Tunnel de Saint-Cloud,,,EXPLOI,,,SAINT-CLOUD,,,,Non
AGER_EST,L11.576F,BOISSY_HT1,N19,W,"17,0851",LOCAL,LOCAL-LTU-HT,LTU Boissy-Saint-Leger / Local Haute Tension 1,,,EXPLOI,,L11.732R,BOISSY,"48,74903","2,515481",22/01/2020,Non
AGER_EST,L11.577G,BOISSY_HT2,N19,W,"17,0851",LOCAL,LOCAL-LTU-HT,LTU Boissy-Saint-Leger / Local Haute Tension 2,,,EXPLOI,,L11.732R,BOISSY,"48,74903","2,515481",22/01/2020,Non
AGER_EST,L11.578H,BOISSY_TGBT1,N19,W,"17,0851",LOCAL,LOCAL-LTU,LTU Boissy-Saint-Leger / Local TGBT 1,,,EXPLOI,,L11.732R,BOISSY,"48,74903","2,515481",22/01/2020,Non
AGER_EST,L11.579J,BOISSY_TGBT2,N19,W,"17,0851",LOCAL,LOCAL-LTU,LTU Boissy-Saint-Leger / Local TGBT 2,,,EXPLOI,,L11.732R,BOISSY,"48,74903","2,515481",22/01/2020,Non
AGER_EST,L11.581L,BOISSY_OND,N19,W,"17,0851",LOCAL,LOCAL-LTU,LTU Boissy-Saint-Leger / Local Onduleur,,,EXPLOI,,L11.732R,BOISSY,"48,74903","2,515481",22/01/2020,Non
AGER_EST,L11.582M,BOISSY_BATT,N19,W,"17,0851",LOCAL,LOCAL-LTU,LTU Boissy-Saint-Leger / Local Batteries,,,EXPLOI,,L11.732R,BOISSY,"48,74903","2,515481",22/01/2020,Non
AGER_EST,L11.583N,BOISSY_CFA-A,N19,W,"17,0851",LOCAL,LOCAL-LTU,LTU Boissy-Saint-Leger / Local Courant faible A,,,EXPLOI,,L11.732R,BOISSY,"48,74903","2,515481",22/01/2020,Non
AGER_EST,L11.584P,BOISSY_CFA-B,N19,W,"17,0851",LOCAL,LOCAL-LTU,LTU Boissy-Saint-Leger / Local Courant faible B,,,EXPLOI,,L11.732R,BOISSY,"48,74903","2,515481",22/01/2020,Non
AGER_EST,L11.585R,IS521,N19,Y,"17,0444",LOCAL,LOCAL-IS,Issue de secours n°521 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,752283","2,512908",22/01/2020,Non
AGER_EST,L11.586S,IS522,N19,Y,"17,0637",LOCAL,LOCAL-IS,Issue de secours n°522 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,750789","2,514139",22/01/2020,Non
AGER_EST,L11.587T,IS523,N19,Y,"17,0832",LOCAL,LOCAL-IS,Issue de secours n°523 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,749178","2,514872",22/01/2020,Non
AGER_EST,L11.588U,IS524,N19,Y,"18,0027",LOCAL,LOCAL-IS,Issue de secours n°524 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,747492","2,514578",22/01/2020,Non
AGER_EST,L11.589V,IS525,N19,W,"18,0027",LOCAL,LOCAL-IS,Issue de secours n°525 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,747539","2,515075",22/01/2020,Non
AGER_EST,L11.591X,IS526,N19,W,"17,0832",LOCAL,LOCAL-IS,Issue de secours n°526 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,749208","2,515356",22/01/2020,Non
AGER_EST,L11.592Y,IS527,N19,W,"17,0637",LOCAL,LOCAL-IS,Issue de secours n°527 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,750839","2,514631",22/01/2020,Non
AGER_EST,L11.593A,IS528,N19,W,"17,0487",LOCAL,LOCAL-IS,Issue de secours n°528 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,752561","2,513278",22/01/2020,Non
AGER_EST,L11.594C,NS/BS17A,N19,Y,"17,0371",LOCAL,LOCAL-NICHE,Niche sécurité NSY-001 - PAU BS17A - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,752857","2,512318",22/01/2020,Non
AGER_EST,L11.595D,NS/BS17B,N19,Y,"17,0505",LOCAL,LOCAL-NICHE,Niche sécurité NSY-002 - PAU BS17B - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,75191","2,5133574",22/01/2020,Non
AGER_EST,L11.596E,NS/BS17C,N19,Y,"17,0655",LOCAL,LOCAL-NICHE,Niche sécurité NSY-003 - PAU BS17C - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,750706","2,5142844",22/01/2020,Non
AGER_EST,L11.597F,NS/BS17D,N19,Y,"17,0817",LOCAL,LOCAL-NICHE,Niche sécurité NSY-004 - PAU BS17D - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,749386","2,5149016",22/01/2020,Non
AGER_EST,L11.598G,NS/BS18A,N19,Y,"18,0012",LOCAL,LOCAL-NICHE,Niche sécurité NSY-005 - PAU BS18A - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,747696","2,5146997",22/01/2020,Non
AGER_EST,L11.599H,NS/BS18B,N19,Y,"18,0146",LOCAL,LOCAL-NICHE,Niche sécurité NSY-006 - PAU BS18B - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,746513","2,5142899",22/01/2020,Non
AGER_EST,L11.601K,NS/BS18R,N19,W,"18,0116",LOCAL,LOCAL-NICHE,Niche sécurité NSW-001 - PAU BS18R - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,74672","2,514784",22/01/2020,Non
AGER_EST,L11.602L,NS/BS18S,N19,W,"18,0012",LOCAL,LOCAL-NICHE,Niche sécurité NSW-002 - PAU BS18S - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,74764","2,5150864",22/01/2020,Non
AGER_EST,L11.603M,NS/BS17R,N19,W,"17,0814",LOCAL,LOCAL-NICHE,Niche sécurité NSW-003 - PAU BS17R - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,749416","2,5153127",22/01/2020,Non
AGER_EST,L11.604N,NS/BS17S,N19,W,"17,0655",LOCAL,LOCAL-NICHE,Niche sécurité NSW-004 - PAU BS17S - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,750824","2,5146496",22/01/2020,Non
AGER_EST,L11.605P,NS/BS17T,N19,W,"17,0505",LOCAL,LOCAL-NICHE,Niche sécurité NSW-005 - PAU BS17T - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,75165","2,514015",22/01/2020,Non
AGER_EST,L11.606R,NS/BS17U,N19,W,"17,037",LOCAL,LOCAL-NICHE,Niche sécurité NSW-006 - PAU BS17U - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,753048","2,5126681",22/01/2020,Non
AGER_EST,L11.607S,NI-Y1,N19,Y,"17,0368",LOCAL,LOCAL-NICHE,Niche incendie NIY-001 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,752857","2,512318",22/01/2020,Non
AGER_EST,L11.608T,NI-Y2,N19,Y,"17,0502",LOCAL,LOCAL-NICHE,Niche incendie NIY-002 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,75191","2,5133574",22/01/2020,Non
AGER_EST,L11.609U,NI-Y3,N19,Y,"17,0652",LOCAL,LOCAL-NICHE,Niche incendie NIY-003 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,750706","2,5142844",22/01/2020,Non
AGER_EST,L11.611W,NI-Y4,N19,Y,"17,0814",LOCAL,LOCAL-NICHE,Niche incendie NIY-004 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,749386","2,5149016",22/01/2020,Non
AGER_EST,L11.612X,NI-Y5,N19,Y,"18,0009",LOCAL,LOCAL-NICHE,Niche incendie NIY-005 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,747696","2,5146997",22/01/2020,Non
AGER_EST,L11.613Y,NI-Y6,N19,Y,"18,0143",LOCAL,LOCAL-NICHE,Niche incendie NIY-006 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,746513","2,5142899",22/01/2020,Non
AGER_EST,L11.614A,NI-W1,N19,W,"18,0113",LOCAL,LOCAL-NICHE,Niche incendie NIW-001 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,74672","2,514784",22/01/2020,Non
AGER_EST,L11.615C,NI-W2,N19,W,"18,0009",LOCAL,LOCAL-NICHE,Niche incendie NIW-002 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,747618","2,515087",22/01/2020,Non
AGER_EST,L11.616D,NI-W3,N19,W,"17,0817",LOCAL,LOCAL-NICHE,Niche incendie NIW-003 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,749416","2,5153127",22/01/2020,Non
AGER_EST,L11.617E,NI-W4,N19,W,"17,0652",LOCAL,LOCAL-NICHE,Niche incendie NIW-004 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,750824","2,5146496",22/01/2020,Non
AGER_EST,L11.618F,NI-W5,N19,W,"17,0502",LOCAL,LOCAL-NICHE,Niche incendie NIW-005 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,75204","2,5137312",22/01/2020,Non
AGER_EST,L11.619G,NI-W6,N19,W,"17,0368",LOCAL,LOCAL-NICHE,Niche incendie NIW-006 - Tunnel de Boissy,LC,,EXPLOI,,,BOISSY,"48,753048","2,5126681",22/01/2020,Non
AGER_EST,L11.621J,IS521_RADIO,N19,Y,"17,0458",LOCAL,LOCAL-LTU,Local Radio de l’issue n°521 - Tunnel de Boissy,,,EXPLOI,,L11.585R,BOISSY,"48,752283","2,512908",22/01/2020,Non
AGER_EST,L11.622K,IS525_RADIO,N19,W,"18,002",LOCAL,LOCAL-LTU,Local Radio de l’issue n°525 - Tunnel de Boissy,,,EXPLOI,,L11.589V,BOISSY,"48,747539","2,515075",22/01/2020,Non
AGER_EST,L11.624M,BAC-Y,N19,Y,"17,007",LOCAL,LOCAL-SP,Bâche incendie Y1,,,EXPLOI,,,BOISSY,"48,754642","2,5093718",22/01/2020,Non
AGER_EST,L11.625N,BAC-W,N19,W,"18,019",LOCAL,LOCAL-SP,Bâche incendie W1,,,EXPLOI,,,BOISSY,"48,754734","2,5091848",22/01/2020,Non
AGER_EST,L11.626P,BAC_RELEV,N19,W,"18,0208",LOCAL,LOCAL-SP,Bâche de relevage,,,EXPLOI,,,BOISSY,"48,745956","2,5143094",22/01/2020,Non
AGER_NORD,L11.627R,POSTE_BANDAMA,A1,W,"4,02",LOCAL,LOCAL-SC,Poste HT BANDAMA (Extention Citadelle),,,EXPLOI,,,HORS_TUNNEL,"48,932697","2,370221",,Non
AGER_EST,L11.628S,USINE-GARE_RTHD,A86EST,I,"31,041",LOCAL,LOCAL-LTU,LTU USI_GARE / Local RTHD,,,EXPLOI,,L10.308W,NOGENT,"48,839504","2,493139",,Non
AGER_SUD,L11.629T,ORLY,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY - Tunnel d’Orly,,,EXPLOI,,,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.631V,ORLY_HT,N7,Y,"3,026",LOCAL,LOCAL-LTU-HT,LTU ORLY / Local HT,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.632W,ORLY_TRA,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY / Local Transformation A,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.633X,ORLY_TRB,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY / Local Transformation B,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.634Y,ORLY_BT1,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY / Local BT1_TGBT-H,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.635A,ORLY_BT2,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY / Local BT2_TGBT-G,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.636C,ORLY_BT3,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY / Local BT3_TGBT-F,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.637D,ORLY_BT4,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY / Local BT4_TGBT-E,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.638E,ORLY_BATT,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY / Local Batterie_S,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.639F,ORLY_OND,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY / Local Onduleur,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.641H,ORLY_SIRIUS,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY / Local SIRIUS,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.642J,ORLY_MAINT,N7,Y,"3,026",LOCAL,LOCAL-LTU,LTU ORLY / Local Maintenance,,,EXPLOI,,L11.629T,ORLY,"48,723457","2,370236",,Non
AGER_SUD,L11.643K,NS/TY02A,N7,Y,"2,06",LOCAL,LOCAL-NICHE,Niche sécurité NSY-001 - PAU TY02A - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,72925","2,368066",,Non
AGER_SUD,L11.644L,EP7-1/ORLY,N7,Y,"2,06",LOCAL,LOCAL-LTU,Local DFP-Y - Tunnel d'Orly,,,EXPLOI,,,ORLY,"48,72925","2,368066",,Non
AGER_SUD,L11.645M,EP7-2/ORLY,N7,Y,"2,06",LOCAL,LOCAL-LTU,Local PST-Y1 - Tunnel d'Orly,,,EXPLOI,,,ORLY,"48,72925","2,368066",,Non
AGER_SUD,L11.646N,NS/TY02B,N7,Y,"2,0785",LOCAL,LOCAL-NICHE,Niche sécurité NSY-002 - PAU TY02B - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,72797","2,368643",,Non
AGER_SUD,L11.647P,P6-P5/ORLY,N7,Y,"2,0785",LOCAL,LOCAL-LTU,Local PST-Y2 - Tunnel d'Orly,,,EXPLOI,,,ORLY,"48,72797","2,368643",,Non
AGER_SUD,L11.648R,NS/TY02C,N7,Y,"2,0971",LOCAL,LOCAL-NICHE,Niche sécurité NSY-003 - PAU TY02C - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,726074","2,369342",,Non
AGER_SUD,L11.649S,NS/TY03A,N7,Y,"3,03",LOCAL,LOCAL-NICHE,Niche sécurité NSY-004 - PAU TY03A - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,723164","2,370407",,Non
AGER_SUD,L11.651U,EP2-2/ORLY,N7,Y,"3,03",LOCAL,LOCAL-LTU,Local PST-Y3 - Tunnel d'Orly,,,EXPLOI,,,ORLY,"48,723164","2,370407",,Non
AGER_SUD,L11.652V,NS/TY03B,N7,Y,"3,0504",LOCAL,LOCAL-NICHE,Niche sécurité NSY-005 - PAU TY03B - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,721676","2,370542",,Non
AGER_SUD,L11.653W,EP2-3/ORLY,N7,Y,"3,0644",LOCAL,LOCAL-LTU,Local PST-Y4 - Tunnel d'Orly,,,EXPLOI,,,ORLY,"48,7201","2,37058",,Non
AGER_SUD,L11.654X,NS/TY03C,N7,Y,"3,0644",LOCAL,LOCAL-NICHE,Niche sécurité NSY-006 - PAU TY03C - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,7201","2,37058",,Non
AGER_SUD,L11.655Y,NS/TY03R,N7,W,"3,0644",LOCAL,LOCAL-NICHE,Niche sécurité NSW-006 - PAU TY03R - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,72007","2,370874",,Non
AGER_SUD,L11.656A,EP2-1/ORLY,N7,W,"3,0644",LOCAL,LOCAL-LTU,Local DFP-W - Tunnel d'Orly,,,EXPLOI,,,ORLY,"48,72007","2,370874",,Non
AGER_SUD,L11.657C,EP2-4/ORLY,N7,W,"3,0644",LOCAL,LOCAL-LTU,Local PST-W1 - Tunnel d'Orly,,,EXPLOI,,,ORLY,"48,72007","2,370874",,Non
AGER_SUD,L11.658D,NS/TY03S,N7,W,"3,0494",LOCAL,LOCAL-NICHE,Niche sécurité NSW-005 - PAU TY03S - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,72176","2,370866",,Non
AGER_SUD,L11.659E,EP2-5/ORLY,N7,W,"3,03",LOCAL,LOCAL-LTU,Local PST-W2 - Tunnel d'Orly,,,EXPLOI,,,ORLY,"48,7232","2,370701",,Non
AGER_SUD,L11.661G,NS/TY03T,N7,W,"3,03",LOCAL,LOCAL-NICHE,Niche sécurité NSW-004 - PAU TY03T - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,7232","2,370701",,Non
AGER_SUD,L11.662H,NS/TY02R,N7,W,"2,0971",LOCAL,LOCAL-NICHE,Niche sécurité NSW-003 - PAU TY02R - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,726044","2,369661",,Non
AGER_SUD,L11.663J,EP5-1/ORLY,N7,W,"2,0971",LOCAL,LOCAL-LTU,Local PST-W3 - Tunnel d'Orly,,,EXPLOI,,,ORLY,"48,726044","2,369661",,Non
AGER_SUD,L11.664K,NS/TY02S,N7,W,"2,0785",LOCAL,LOCAL-NICHE,Niche sécurité NSW-002 - PAU TY02S - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,727966","2,368826",,Non
AGER_SUD,L11.665L,SP7-1/ORLY,N7,W,"2,0785",LOCAL,LOCAL-LTU,Local PST-W4 - Tunnel d'Orly,,,EXPLOI,,,ORLY,"48,727966","2,368826",,Non
AGER_SUD,L11.666M,NS/TY02T,N7,W,"2,06",LOCAL,LOCAL-NICHE,Niche sécurité NSW-001 - PAU TY02T - Tunnel d'Orly,LC,,EXPLOI,,,ORLY,"48,72925","2,368293",,Non
AGER_EST,L11.667N,PCL104-5,A104EST,E,"9,01",LOCAL,LOCAL-LSP,PCL 104.5,,,EXPLOI,,,HORS_TUNNEL,"48,973923","2,578236",,Non
AGER_EST,L11.668P,PL_ECHAT,A86EST,E,"37,074",LOCAL,LOCAL-PL,Local EDF ÉCHAT_Bâtiment B,,,EXPLOI,,L11.463V,HORS_TUNNEL,"48,80009","2,448992",,Non
AGER_NORD,L11.669R,SP1_HTA,A86NORD,I,"20,02",LOCAL,LOCAL-LTU-HT,LTU SP1 / Local HT A,,,EXPLOI,,L10.303R,BOBIGNY,"48,916145","2,429286",,Non
AGER_NORD,L11.671T,SP1_HTB,A86NORD,I,"20,02",LOCAL,LOCAL-LTU-HT,LTU SP1 / Local HT B,,,EXPLOI,,L10.303R,BOBIGNY,"48,916145","2,429286",,Non
AGER_NORD,L11.672U,SP1_TDBT_R_OND,A86NORD,I,"20,02",LOCAL,LOCAL-LTU,LTU SP1 / Local TDBT R_Onduleur,,,EXPLOI,,L10.303R,BOBIGNY,"48,916145","2,429286",,Non
AGER_NORD,L11.673V,SP1_TDBT_E_F,A86NORD,I,"20,02",LOCAL,LOCAL-LTU,LTU SP1 / Local TDBT E_F,,,EXPLOI,,L10.303R,BOBIGNY,"48,916145","2,429286",,Non
AGER_NORD,L11.674W,SP1_TDBT_G,A86NORD,I,"20,02",LOCAL,LOCAL-LTU,LTU SP1 / Local TDBT G,,,EXPLOI,,L10.303R,BOBIGNY,"48,916145","2,429286",,Non
AGER_NORD,L11.675X,SP1_TDBT_H,A86NORD,I,"20,02",LOCAL,LOCAL-LTU,LTU SP1 / Local TDBT H,,,EXPLOI,,L10.303R,BOBIGNY,"48,916145","2,429286",,Non
AGER_NORD,L11.676Y,SP1_BATT,A86NORD,I,"20,02",LOCAL,LOCAL-LTU,LTU SP1 / Local Batteries,,,EXPLOI,,L10.303R,BOBIGNY,"48,916145","2,429286",,Non
AGER_NORD,L11.677A,SP2_HTA,A86NORD,E,"20,092",LOCAL,LOCAL-LTU-HT,LTU SP2 / Local HT A,,,EXPLOI,,L10.305T,BOBIGNY,"48,91259","2,437428",,Non
AGER_NORD,L11.678C,SP2_HTB,A86NORD,E,"20,092",LOCAL,LOCAL-LTU-HT,LTU SP2 / Local HT B,,,EXPLOI,,L10.305T,BOBIGNY,"48,91259","2,437428",,Non
AGER_NORD,L11.679D,SP2_TDBT_R_OND,A86NORD,E,"20,092",LOCAL,LOCAL-LTU,LTU SP2 / Local TDBT R_Onduleur,,,EXPLOI,,L10.305T,BOBIGNY,"48,91259","2,437428",,Non
AGER_NORD,L11.681F,SP2_TDBT_E_F,A86NORD,E,"20,092",LOCAL,LOCAL-LTU,LTU SP2 / Local TDBT E_F,,,EXPLOI,,L10.305T,BOBIGNY,"48,91259","2,437428",,Non
AGER_NORD,L11.682G,SP2_TDBT_G,A86NORD,E,"20,092",LOCAL,LOCAL-LTU,LTU SP2 / Local TDBT G,,,EXPLOI,,L10.305T,BOBIGNY,"48,91259","2,437428",,Non
AGER_NORD,L11.683H,SP2_TDBT_H,A86NORD,E,"20,092",LOCAL,LOCAL-LTU,LTU SP2 / Local TDBT H,,,EXPLOI,,L10.305T,BOBIGNY,"48,91259","2,437428",,Non
AGER_NORD,L11.684J,SP2_BATT,A86NORD,E,"20,092",LOCAL,LOCAL-LTU,LTU SP2 / Local Batteries,,,EXPLOI,,L10.305T,BOBIGNY,"48,91259","2,437428",,Non
AGER_NORD,L11.685K,SP2_COFF,A86NORD,E,"20,092",LOCAL,LOCAL-LTU,LTU SP2 / Local Coffret,,,EXPLOI,,L10.305T,BOBIGNY,"48,91259","2,437428",,Non
AGER_NORD,L11.686L,SP3_HTA,A86NORD,I,"20,092",LOCAL,LOCAL-LTU-HT,LTU SP3 / Local HT A,,,EXPLOI,,L10.302P,BOBIGNY,"48,912273","2,4373",,Non
AGER_NORD,L11.687M,SP3_HTB,A86NORD,I,"20,092",LOCAL,LOCAL-LTU-HT,LTU SP3 / Local HT B,,,EXPLOI,,L10.302P,BOBIGNY,"48,912273","2,4373",,Non
AGER_NORD,L11.688N,SP3_TDBT_R_OND,A86NORD,I,"20,092",LOCAL,LOCAL-LTU,LTU SP3 / Local TDBT R_Onduleur,,,EXPLOI,,L10.302P,BOBIGNY,"48,912273","2,4373",,Non
AGER_NORD,L11.689P,SP3_TDBT_E_F,A86NORD,I,"20,092",LOCAL,LOCAL-LTU,LTU SP3 / Local TDBT E_F,,,EXPLOI,,L10.302P,BOBIGNY,"48,912273","2,4373",,Non
AGER_NORD,L11.691S,SP3_TDBT_G,A86NORD,I,"20,092",LOCAL,LOCAL-LTU,LTU SP3 / Local TDBT G,,,EXPLOI,,L10.302P,BOBIGNY,"48,912273","2,4373",,Non
AGER_NORD,L11.692T,SP3_TDBT_H,A86NORD,I,"20,092",LOCAL,LOCAL-LTU,LTU SP3 / Local TDBT H,,,EXPLOI,,L10.302P,BOBIGNY,"48,912273","2,4373",,Non
AGER_NORD,L11.693U,SP3_BATT,A86NORD,I,"20,092",LOCAL,LOCAL-LTU,LTU SP3 / Local Batteries,,,EXPLOI,,L10.302P,BOBIGNY,"48,912273","2,4373",,Non
AGER_NORD,L11.694V,SP4_HTA,A86NORD,E,"21,076",LOCAL,LOCAL-LTU-HT,LTU SP4 / Local HT A,,,EXPLOI,,L10.306U,BOBIGNY,"48,909332","2,4479",,Non
AGER_NORD,L11.695W,SP4_HTB,A86NORD,E,"21,076",LOCAL,LOCAL-LTU-HT,LTU SP4 / Local HT B,,,EXPLOI,,L10.306U,BOBIGNY,"48,909332","2,4479",,Non
AGER_NORD,L11.696X,SP4_TDBT_R_OND,A86NORD,E,"21,076",LOCAL,LOCAL-LTU,LTU SP4 / Local TDBT R_Onduleur,,,EXPLOI,,L10.306U,BOBIGNY,"48,909332","2,4479",,Non
AGER_NORD,L11.697Y,SP4_TDBT_E_F,A86NORD,E,"21,076",LOCAL,LOCAL-LTU,LTU SP4 / Local TDBT E_F,,,EXPLOI,,L10.306U,BOBIGNY,"48,909332","2,4479",,Non
AGER_NORD,L11.698A,SP4_TDBT_G,A86NORD,E,"21,076",LOCAL,LOCAL-LTU,LTU SP4 / Local TDBT G,,,EXPLOI,,L10.306U,BOBIGNY,"48,909332","2,4479",,Non
AGER_NORD,L11.699C,SP4_TDBT_H,A86NORD,E,"21,076",LOCAL,LOCAL-LTU,LTU SP4 / Local TDBT H,,,EXPLOI,,L10.306U,BOBIGNY,"48,909332","2,4479",,Non
AGER_NORD,L11.701E,SP4_BATT,A86NORD,E,"21,076",LOCAL,LOCAL-LTU,LTU SP4 / Local Batteries,,,EXPLOI,,L10.306U,BOBIGNY,"48,909332","2,4479",,Non
